sighted,reported,city,state,duration
19951110,19951110,"Eilmsport","PA",
19950827,19950829,"Los Angeles","CA",2 sec.
19951101,19951108,"Manson","WA",
19950429,19950501,"Spokane","WA",
19950918,19950918,"Seattle","WA",
19951007,19951007,"Muskegon","MI",
19951014,19951014,"Dayton","WA",5 sec.
19950124,19950124,"Lebanon","TN",108 min.
19950124,19950124,"San Angelo","TX",9 sec.
19950603,19950603,"Marysville","WA",15 sec.
19860804,19950605,"Harrisonburg","LA",5 min.
19950308,19950308,"Ammon","ID",2 min.
19950528,19950529,"Shelton","WA",
19951029,19951029,"Ellisville","MO",30 min.
19950921,19950922,"Seattle","WA",90 sec.
19950325,19950426,"Seattle","WA",30 min.
19950315,19950315,"Jackson","TN",45 sec.
19940704,19950515,"Oregon City","OR",
19951117,19951117,"York","ME",5 sec.
19950226,19950227,"Stanwood","WA",
19950608,19950609,"Fresno","CA",
19950819,19950824,"Forest Lake","MN",
19950728,19950728,"Folsom","CA",10 sec.
19951114,19951114,"American Canyon","CA",30 min.
19950307,19950312,"Portland","OR",15 sec.
19950516,19950517,"Lake Oswego","OR",30 min.
19950218,19950218,"Warren","IL",35 min.
19950812,19950812,"Seattle","WA",30 sec.
19950228,19950301,"Eastgate","WA",
19950914,19950914,"Potter Valley","CA",5 sec.
19950915,19950919,"New York City","NY",18 min.
19570601,19950725,"E. Los Angeles","CA",
19950204,19950204,"New Orleans","LA",
19950418,19950418,"Leesport","PA",3 min.
19950207,19950207,"Seattle","WA",
19950205,19950207,"Greensville","NC",
19950225,19950227,"Portland","OR",40 min.
19950213,19950215,"Cheboygan","MI",
19951019,19951019,"Vancouver","WA",
19950802,19950830,"Deming","NM",30 min.
19950117,19950118,"Moorehead","MN",30 min.
19950331,19950404,"Placerville","CA",5 sec.
19950525,19950525,"Pueblo","CO",
19950928,19950928,"Las Vegas","NV",15 sec.
19950820,19950822,"Colonial Beach","VA",
19950825,19950826,"Crescent City","CA",
19950204,19950310,"Lewiston","MT",
19951117,19951118,"Seattle","WA",38 min.
19950330,19950402,"Murphy","NC",1 min.
19951103,19951103,"Colton","CA",10 min.
19950219,19950219,"Seattle","WA",3 hrs.
19950624,19950625,"Kirkland","WA",
19950913,19950913,"Potter Valley","CA",30 sec.
19950806,19950807,"Bakersfield","CA",8 hrs.
19950801,19950801,"Tacoma","WA",60 sec.
19951115,19951116,"Green Co.","TN",2 hrs.
19950624,19950624,"Florence","AL",2 sec.
19951004,19951004,"Seattle","WA",
19951019,19951019,"Vancouver","WA",3 min.
19950606,19950607,"Oroville","CA",50 min.
19950804,19950804,"Vancouver","WA",3 min.
19950807,19950807,"Bakersfield","CA",
19950507,19950510,"Seattle","WA",
19950930,19950930,"Anderson","IN",1 min.
19950318,19950422,"Bakersfield","CA",
19950430,19950501,"Mt. City","TN",
19950221,19950225,"Yakima","WA",3 min.
19950315,19950315,"Cannis City","FL",7 sec.
19950221,19950221,"Colville Reservation","WA",
19950929,19950929,"Sacramento","CA",3.5 hrs.
19950808,19950808,"Clinton","MO",15 min.
19951008,19951008,"Phoenix","AZ",
19950611,19950615,"Farmington","UT",
19950210,19950210,"Oregon City","OR",10 min
19951028,19951028,"Auburn","WA",2 sec.
19950219,19950221,"Fargo","ND",10 min.
19941229,19950101,"La Crosse","WA",
19950421,19950424,"Newport","OR",
19950324,19950324,"Las Vegas","NV",
19950407,19950409,"Boulder","CO",7 sec.
19950525,19950525,"Silverdale","WA",
19950518,19950518,"Middletown","CT",
19950825,19950825,"Sarasota","FL",5 sec.
19951011,19951011,"New York City/Brooklyn","NY",12 min.
19950821,19951113,"Seattle","WA",
19950103,19950103,"Redmond","WA",5 sec.
19951017,19951017,"Miami","FL",
19950628,19950628,"Irving","TX",7 min.
19950825,19950825,"Bothell","WA",5 sec.
19950121,19950121,"Portland","OR",15 min.
19950206,19950208,"Little Rock","AR",
19950126,19950126,"Concrete","WA",55 min.
19950829,19950918,"Inglewood","CA",
19950312,19950312,"Avondale","AZ",90 min.
19950729,19950730,"Wilkes-Barre","PA",20 sec.
19951005,19951005,"North Las Vegas","NV",
19950814,19950817,"Federal Way","WA",1 sec.
19950512,19950512,"Starkey","OR",20 min.
19950106,19950107,"Glendo","WY",15 min
19950625,19950927,"Portland","OR",
19950221,19950221,"Lake Tahuyeh","WA",20 min.
19951105,19951106,"Mascoutah","IL",7 sec.
19950805,19950812,"Woodland","WA",
19951119,19951119,"Virginia Beach","VA",25 sec.
19950329,19950329,"Jacksonville","FL",10 min
19951112,19951114,"Keesler AFB","MS",1 hr.
19950804,19950804,"Sacramento","CA",4 min.
19950629,19950630,"Klamath Falls","OR",
19950425,19950425,"Portland","OR",75 min.
19950422,19950422,"Oregon","IL",60 sec.
19950925,19950925,"Ronan","MT",
19950530,19950530,"Byron","MN",105 min.
19950330,19950331,"Warren","MI",10 min.
19950122,19950123,"Renton","WA",3 min.
19950223,19950223,"Tacoma","WA",45 min.
19950201,19950222,"Fort Lewis","WA",
19930502,19950502,"Vancouver","WA",
19950315,19950316,"St. Louis","MO",
19950314,19950314,"Seattle","WA",10 sec.
19951108,19951108,"Pilot Rock","OR",1 hr.
19950507,19950518,"Gresham","OR",10 sec.
19950704,19950706,"Orlando","FL",4-5 min
19940915,19950406,"Arlington","WA",10 sec.
19950107,19950107,"Malmstrom AFB","MT",
19950915,19950918,"Corvallis","MT",
19950327,19950328,"Harmony","ME",90 min.
19950920,19951020,"Puyallup","WA",
19950212,19950212,"El Cerrito","CA",
19950224,19950225,"Fernley","NV",20 min
19950221,19950226,"Council Bluffs","IA",15 min.
19950110,19950110,"Riverside","CA",30 sec.
19950730,19950729,"Bolivia","NC",10 min.
19950527,19950527,"Tacoma","WA",10 sec.
19950316,19950322,"Molalla","OR",10 min.
19950913,19950912,"Tallahassee","FL",30 sec.
19950911,19950911,"Whitefish","MT",5 min.
19950422,19950423,"Seattle","WA",4 sec.
19951105,19951105,"Lexington","KY",3 hrs.
19950825,19950824,"Cleveland","OH",10 sec.
19950821,19950822,"Tacoma","WA",1 sec.
19951119,19951119,"Olathe","KS",1 hr.
19950104,19950104,"Noxen","PA",5  min.
19950728,19950728,"Belmont","CA",25 min.
19950315,19950315,"Vienna","VA",3 sec.
19950502,19950502,"Memphis","TN",
19950725,19950725,"West Seattle","WA",5 min.
19950828,19950828,"Burbank","CA",5 sec.
19951014,19951017,"Troy","MT",2 sec.
19950214,19950214,"Chico","CA",
19950128,19950130,"Burbank","CA",15 sec.
19950714,19950714,"Seattle","WA",
19950917,19950917,"Richardson","TX",30 min.
19800107,19950226,"Oklahoma City","OK",10 min.
19950423,19950424,"Hickory Corners","MI",1 sec.
19950820,19950821,"Holly","WA",
19951010,19951010,"Oakland","CA",1 min.
19950814,19950814,"Martinez","CA",
19950811,19950819,"Puyallup","WA",1 min.
19950521,19950522,"Phoenix","AZ",1 min.
19950913,19950914,"Midvale","UT",
19950116,19950117,"Renton","WA",10 sec.
19951017,19951018,"Mergas","GA",
19950123,19950123,"Seattle","WA",30 sec.
19951114,19951116,"Midway","GA",2 min.
19950818,19950817,"Kearney","MO",10 min.
19921015,19950725,"Wilsonville","OR",15 sec.
19950817,19950829,"McKenzie","ND",10 sec.
19950405,19950406,"Boyertown","PA",1 hr.
19950801,19950802,"Seattle","WA",1-2 sec.
19950524,19950524,"Brentwood","TN",1 min.
19950419,19950712,"Richmond","VA",15 min.
19950512,19950512,"Carmichael","CA",
19950812,19950813,"Lancaster","WA",1 hr.
19950827,19950828,"Lost Lake","OR",1 min.
19950924,19950924,"Boise","ID",20 min.
19950817,19950823,"South Park","WA",90 sec.
19950914,19950914,"Columbus (Canada)","NB",5 sec.
19950413,19950415,"Brooklyn","AR",5 sec.
19950727,19950728,"Beaverton","OR",7 min.
19950117,19950125,"Anchorage","AK",15 min.
19891126,19950714,"Dallas","TX",10 min.
19950730,19950730,"Baltimore","MD",5 sec.
19950917,19950918,"Colorado Springs","CO",
19950724,19950725,"Olympia","WA",22 sec.
19950929,19951002,"Manchester","ME",
19951118,19951118,"Mojave","CA",35 min.
19950523,19950523,"Woodland","ME",20 min.
19950804,19950804,"Bothell","WA",
19950219,19950221,"Fenton","MI",
19950301,19950303,"Sedalia","MO",5 min.
19950729,19950802,"Culver City","CA",
19951022,19951022,"Auburn","CA",6 sec.
19950730,19950730,"San Fernando","CA",3.5 hrs.
19950613,19950613,"Tulare","CA",3 min.
19950726,19950726,"Mason City","IA",
19950612,19950612,"Wichita","KS",
19960428,19960428,"Idaho Falls","ID",4 sec.
19951203,19951203,"Nisqually Delta","WA",15 sec.
19960504,19960504,"Fagle","ID",20 min.
19960519,19960526,"Santa Barbara","CA",
19961126,19970209,"Daytona Beach","FL",1minute
19960313,19960313,"Pink Hill","NC",4 min.
19960115,19960115,"Spanaway","WA",
19961116,19961117,"Reading","PA",5 sec.
19960211,19960211,"Lake Stevens","WA",
19960412,19960417,"Baltimore","MD",5 sec.
19960323,19960323,"Middletown","NJ",
19960315,19961231,"Sewickly","PA",2 sec.
19951201,19951201,"Waukesha","WI",2 sec.
19961116,19961117,"New York City","NY",
19951120,19951120,"Sumter","SC",20 sec.
19960622,19960623,"Garland","TX",4 min.
19960113,19960114,"Springfield","MO",
19960529,19960530,"Antioch","CA",5 min.
19961117,19961117,"Grandview","MO",
19950615,19970105,"Glendale","AZ",seconds
19951210,19951211,"Houston","TX",5 sec.
19960405,19960405,"San Diego","CA",30 min.
19960929,19961001,"Kelso","WA",
19951212,19951212,"Glen","NY",15 sec.
19970206,19970220,"Grove City","PA",3 hours
19960526,19960526,"Fort Myers","Fl",10 min.
19961217,19961217,"Hansville","WA",3 sec.
19961217,19961218,"Sunrise","FL",60-90 seconds
19960404,19960404,"Las Vegas","NV",6 sec.
19961120,19961204,"North Port","FL",8 min.
19970226,19961206,"London (UK/England),",3 min.
19951231,19960117,"Longview","WA",
19960406,19960406,"Billings","MT",10 sec.
19960216,19960302,"Cashmere","WA",5 sec.
19830630,19960115,"North Port","MI",Hours
19951220,19951221,"Schnecksville","PA",3 min.
19960808,19970103,"Cuenca (Eof","in the high Andes Mts)  (Ecuador),",a few seconds
19970404,19970404,"Winsted","CT",5 sec.
19941015,19951204,"Bellevue","WA",25 min.
19960522,19960523,"Hilliard","OH",
19960620,19960627,"Fort Myers (north)","FL",5-6 sec
19960204,19960219,"Marblemount","WA",5 min.
19960428,19960428,"Kalispell","MT",3 sec.
19960920,19970206,"Cancun (Melia Turquesa Hotel) (Mexico),",4-5 seconds
19960218,19960301,"Cedar Springs","MI",
19961115,19961123,"Blossburg","PA",30 sec.
19960322,19960323,"Houston","TX",10 sec.
19960407,19960407,"Lakewood","CO",6 sec.
19970107,19970108,"Amelia","OH",5 min.
19951213,19951214,"Upper Makefield","PA",30 sec.
19960414,19960415,"Petoskey","MI",1 min.
19961107,19961207,"Seattle","WA",7 sec.
19960509,19960509,"Macon","GA",14 min.
19960628,19960629,"Baltimore","MD",1 minute
19960203,19960203,"Walla Walla Airport","WA",4 min.
19951128,19951129,"Bellevue","WA",15 sec.
19960403,19960403,"Fontana","CA",18 min.
19961217,19961217,"Tigard","OR",3 sec.
19970108,19970109,"Eden","NY",30-60 sec.
19960227,19960304,"Troutdale (near)","WA",
19960604,19960604,"Scottsdale","AZ",30 sec.
19960507,19960507,"Coos Bay","OR",5 min.
19961025,19961101,"Laurel","MD",25 sec.
19960302,19960302,"Mountain Village","AK",60 min.
19960616,19960618,"Moses Lake","WA",1 min.
19960524,19960524,"Youngstown","OH",3 min.
19960122,19960122,"Redding","CA",
19970206,19970212,"Coober Pedy","S.A. (Approx. 250km south of) (Australia),",
19960228,19960228,"Bothell","WA",2 sec.
19960407,19960517,"Bellflower","CA",10 sec.
19960414,19960414,"Polk County","WI",
19960201,19960203,"Las Vegas","NV",30 sec.
19961124,19961124,"Bismarck","ND",60 sec.
19960208,19961002,"St. Joseph","MO",5 sec.
19960620,19960620,"Renton","WA",
19961116,19961117,"Frostburg","MD",
19961229,19961229,"Bastrop","LA",1 hour
19871220,19970119,"Las Vegas (60-70 miles north-east of","Interstate 15 North)","NV",3 - 4 minutes
19961116,19961116,"Jacksonville","FL",
19960413,19960413,"Fort Myers","FL",4 sec.
19961130,19961130,"Kirkland","WA",10 min.
19960517,19960516,"Miami","Fl",5 sec.
19960425,19960426,"Gold River","CA",30 min.
19960624,19960626,"Aurora","CO",1 hour
19960428,19960428,"Fort Walton Beach","Fl",5 min.
19951214,19951214,"Pomona","CA",15 min.
19951127,19951127,"Ft. Morgan","CO",2 hrs.
19960623,19960623,"Santa Paula","CA",5 min.
19960228,19960301,"Tri-Cities","WA",30 sec.
19951230,19951230,"Seattle","WA",15 min.
19960601,19960613,"Concord","CA",10 sec.
19960112,19960112,"Latour","MO",
19960605,19960605,"Lancaster","SC",
19960607,19960607,"Palmdale","CA",2 min.
19961125,19961126,"Alice Springs  (NT","Australia),",
19960226,19960226,"Fort Lauderdale","FL",2 hrs.
19960515,19960515,"Atolicita Hills","CA",2 min.
19951120,19951120,"Bremerton","WA",2 sec.
19961125,19961126,"Canberra (Australia),",
19950731,19960409,"Sarasota","FL",
19951119,19951127,"Placerville","CA",3 sec.
19960629,19960630,"East Providence","RI",45 min
19970108,19970110,"Worsley","Manchester (UK/England),",2 minutes
19960509,19960509,"Mansfield","TX",90 sec.
19960812,19961126,"Seattle","WA",30 sec.
19961117,19961118,"Big Flats","NY",
19960114,19960116,"Charleston","SC",25 min.
19951207,19951207,"Oldsmar","FL",4 sec.
19961116,19961122,"Gorman VOR (inflight)","CA",
19960513,19960515,"Rochester","NY",35 min.
19961116,19961118,"Bandy","NY",4 sec.
19960824,19970202,"Fort Collins (northwest of)","CO",9 Hours
19960131,19970121,"Buckhead Ridge","FL",5 min 30 sec
19960403,19960403,"Fontana","CA",18 min.
19951122,19951122,"Woodland","CA",
19960907,19970106,"West Manchester","OH",20 min.
19960414,19960414,"Minneapolis","MN",
19961116,19961118,"Odessa","NY",30 sec.
19960617,19960617,"North Delta (Canada)","BC",10 sec.
0,19951218,"Chattanooga","TN",
19931015,19961230,"Garden Grove","CA",15 minutes
19951205,19951206,"North Bend","WA",4 min.
19961225,19961225,"Fresno/Stockton (from","to Stockton)","CA",several minutes
19960414,19960502,"Cheboygan","MI",
19961115,19961226,"Lima","OH",10 minutes
19960402,19960402,"Mussel Shoals","AL",4 sec.
19960113,19960114,"Osage Beach","MO",
19960105,19960111,"Round Lake","IL",3 min.
19960228,19960312,"Newcastle","WA",2 min.
19951203,19951203,"Chandler","AZ",12
19970119,19970119,"Rio de Janeiro (Brazil),",30 sec
19960414,19960414,"Wyoming","MN",45 sec.
19960506,19960506,"Tampa","FL",2 hrs.
19960424,19960428,"Port Angeles","WA",40 sec.
19950915,19970221,"Wasilla","AK",10:00
19950306,19960120,"Florence","OR",
19960227,19960301,"Saginaw","MI",8 min.
19961210,19961210,"Pensacola","FL",15 min.
19960518,19960519,"Seattle","WA",15 sec.
19960415,19960415,"Campbell","CA",4 sec.
19960108,19960108,"Wenatchee","WA",11 min.
19970108,19970109,"South Attleboro","MA",7 seconds
19960301,19960302,"Bath","IL",1 MIN.
19920615,19961203,"River Falls","WI",2-3 mins
19960125,19960130,"Redding","CA",12 min.
19951121,19951121,"Peyton","CO",5 min.
19951122,19951123,"Haltbro","PA",1 minute
19960413,19960428.",",
19970101,19970101,"Clatonia","NE",10 min.
19960201,19960201,"Woodinville","WA",1 min.
19930209,19970116,"Lufkin","TX",5-7 min.
19960603,19960611,"Oglethorpe","GA",30 min.
19960322,19960322,"Meridian","MS",20 sec.
19951117,19951120,"Seattle","WA",3 hrs.
19961116,19961116,"Riverside","NJ",30 min.
19960229,19960301,"Redmond","WA",35 sec.
19960217,19960223,"Cactus Flats","CA",5 min.
19960102,19960111,"Scottsdale","WA",5 sec.
19970129,19970130,"East Greenwich","RI",5  minutes
19961222,19961222,"Reno","NV",3 seconds
19951125,19951125,"Woodland","CA",2 sec.
19960218,19960218,"Gainesville","FL",5 min.
19951124,19951204,"Comanche County","OK",
19960509,19960509,"Phoenix","AZ",20 sec.
19960415,19960417,"Bakersfield","CA",4 sec.
19960216,19960216,"Ithaca","NY",3 min.
19960229,19960301,"Cedar Springs","MI",15 min.
19961123,19961124,"Kingsville","OH",18 min.
19930701,19961219,"Lynnwood/Alderwood Manor","WA",several minutes
19960305,19960305,"Whidbey Island","WA",2 min.
19951224,19960226,"Christiansburg","VA",1-2 min.
19961214,19961217,"Vashon Island","WA",1 sec.
19951120,19951120,"Tampa","FL",
19960807,19970103,"West Manchester","OH",15 min.
19970201,19970201,"Winter Springs","FL",about 5 min.
19960609,19960611,"Banning","CA",35 min.
19960620,19960620,"Oakley","CA",
19961003,19961209,"Derby","CT",30 - 40 minutes
19951204,19951204,"Geneva","NY",25 min
19961230,19961230.",",
19970218,19970217,"Melbourne (VIC","Australia),",1/2 sec
19961218,19961218,"Salinas","CA",3 min.
19961217,19961217,"Seattle","WA",3 sec.
19961102,19961102,"New Albany","PA",12 min.
19951205,19951206,"North Bend","WA",
19790815,19961217,"Beach Haven Terrace (Long Beach Island)","NJ",4-5 seconds
19970112,19970210,"Billings","MT",5 minutes or less
19960422,19960423,"Edmonds","WA",4 sec.
19961116,19961118,"Watkins Glen","NY",3 sec.
19960323,19960323,"Guemes Island","WA",2 sec.
19960103,19960106,"Kelso","WA",
19961205,19961205,"Brooksville","FL",
19960114,19960114,"Collinsville","IL",
19961214,19961214,"Issaquah","WA",6 min.
19960118,19960118,"San Diego","CA",
19960325,19960326,"Portland","OR",3 sec.
19960209,19960209,"Redmond","WA",90 sec.
19960426,19960426,"Langley","WA",2 hrs.
19960120,19960120,"Madison","WI",3 min.
19951204,19951204,"Seattle","WA",2 sec.
19960526,19960526,"Riverside","CA",
19960111,19960111,"Snowflake","AZ",
19961219,19961219,"Seattle","WA",30 sec.
19961116,19961219,"Frostburg","MD",5 sec.
19960213,19960213,"Sweet Home","OR",40 min.
19961119,19961119,"Middleville","MI",3 sec.
19960526,19960526,"Sullivan","MO",2 min.
19950922,19960115,"Portland","OR",20 sec.
19960125,19960127,"Phoenix","AZ",30 min.
19961230,19961229,"Elkins","WV",90 sec.
19960223,19960223,"Madison","TN",1 min.
19950812,19961206,"Arlington","WA",5-10 min.
19960326,19960327,"Miami","FL",30 sec.
19960507,19960508,"Fresno","CA",5 min.
19800324,19970107,"Westminster","CO",5 seconds
19960617,19960617,"San Diego","CA",20 min.
19951129,19951130,"Glen Ellen","CA",15 sec.
19960621,19960624,"Palm Springs","CA",
19960422,19960423,"Rochester","MN",45 min.
19960401,19960402,"Lumberton","TX",90 min.
19960305,19960306,"Lemore","CA",
19951025,19970101,"Sandals Royal Jamaican Resort","Montego Bay (Jamaica),",3 seconds
19961018,19961222,"Memphis","TN",5 MINUTES
19960607,19970112,"Ely (60 Miles south of","US Highway 93)","NV",4 Minutes
19951201,19951201,"Owosso","MI",5 sec.
19961125,19961126,"Perth (Western Australia),",
19970118,19970130,"Las Vegas (SE of)","NV",5-10 sec
19960801,19961221,"San Jose","CA",15-30 sec
19960116,19960116,"Monitor","WA",5 min.
19951210,19951209,"Phoenix","AZ",15 min.
19960224,19960224,"Tehachapi Mtns.","CA",3 min.
19960301,19960301,"Redmond","WA",1 min.
19960307,19960306,"Coral Gables","FL",45 min.
19960322,19960322,"Bethesda","MD",5 sec.
19960405,19960405,"San Diego","CA",
19951117,19951120,"Biddeford","ME",2 min.
19960201,19960202,"Big Pine","CA",4 sec.
19960901,19970205,"Fort Collins","CO",1 min.
19951118,19951121,"Muskegon","MI",12 min
19951119,19951120,"Holton","KS",15 min.
19960209,19960209,"Granite Falls","WA",
19960416,19960429,"Pleasant Hill","CA",2 min.
19961124,19961124,"Poway","CA",30 min.
19960110,19960110,"Meadville","PA",30 min.
